,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,Año,Terrorismo,Delitos Sexuales,Homicidios,Amenazas,Extorsion,Secuestro,Poblacion,Total,Indice100k
530,ANTIOQUIA,GUADALUPE,5315,2018,,9.0,,2.0,,,6560,11,167.6829268292683
531,ANTIOQUIA,GUADALUPE,5315,2019,,4.0,3.0,,3.0,,6607,10,151.35462388375964
532,ANTIOQUIA,GUADALUPE,5315,2020,,,1.0,1.0,,,6665,2,30.00750187546887
533,ANTIOQUIA,GUADALUPE,5315,2021,,2.0,4.0,2.0,,,6768,8,118.2033096926714
534,ANTIOQUIA,GUARNE,5318,2012,,1.0,13.0,,4.0,2.0,49356,20,40.52192235999676
535,ANTIOQUIA,GUARNE,5318,2013,,,13.0,,5.0,,50122,18,35.9123738079087
536,ANTIOQUIA,GUARNE,5318,2014,,5.0,17.0,38.0,1.0,,50992,61,119.62660809538752
537,ANTIOQUIA,GUARNE,5318,2015,,25.0,9.0,17.0,9.0,,51910,60,115.58466576767482
538,ANTIOQUIA,GUARNE,5318,2016,,10.0,11.0,17.0,4.0,,52793,42,79.55600174265528
539,ANTIOQUIA,GUARNE,5318,2017,,13.0,8.0,9.0,4.0,1.0,53835,35,65.01346707532275
540,ANTIOQUIA,GUARNE,5318,2018,,31.0,4.0,19.0,8.0,,55121,62,112.47981712958763
541,ANTIOQUIA,GUARNE,5318,2019,,20.0,20.0,11.0,10.0,,56774,61,107.4435481030049
542,ANTIOQUIA,GUARNE,5318,2020,,26.0,9.0,15.0,13.0,,58159,63,108.32373321411993
543,ANTIOQUIA,GUARNE,5318,2021,,28.0,11.0,33.0,9.0,4.0,59073,85,143.8897635129416
544,ANTIOQUIA,GUATAPÉ,5321,2012,,,2.0,,,,7530,2,26.560424966799467
545,ANTIOQUIA,GUATAPÉ,5321,2013,,,1.0,,1.0,,7672,2,26.068821689259646
546,ANTIOQUIA,GUATAPÉ,5321,2014,,1.0,2.0,4.0,,,7807,7,89.66312283847829
547,ANTIOQUIA,GUATAPÉ,5321,2015,,3.0,3.0,2.0,,,7926,8,100.93363613424174
548,ANTIOQUIA,GUATAPÉ,5321,2016,,6.0,6.0,5.0,,,8068,17,210.7089737233515
549,ANTIOQUIA,GUATAPÉ,5321,2017,,7.0,1.0,8.0,,,8203,16,195.05059124710473
550,ANTIOQUIA,GUATAPÉ,5321,2018,,11.0,,3.0,1.0,,8363,15,179.3614731555662
551,ANTIOQUIA,GUATAPÉ,5321,2019,,9.0,2.0,5.0,4.0,,8548,20,233.9728591483388
552,ANTIOQUIA,GUATAPÉ,5321,2020,,2.0,2.0,6.0,,,8709,10,114.82374555057986
553,ANTIOQUIA,GUATAPÉ,5321,2021,,5.0,3.0,6.0,1.0,,8844,15,169.606512890095
554,ANTIOQUIA,HELICONIA,5347,2012,,,3.0,,,,5900,3,50.847457627118644
555,ANTIOQUIA,HELICONIA,5347,2013,,,2.0,,,,5807,2,34.441191665231614
556,ANTIOQUIA,HELICONIA,5347,2014,,1.0,3.0,2.0,,1.0,5710,7,122.59194395796847
557,ANTIOQUIA,HELICONIA,5347,2015,,1.0,1.0,14.0,,,5610,16,285.204991087344
558,ANTIOQUIA,HELICONIA,5347,2016,,3.0,4.0,1.0,,,5562,8,143.8331535418914
559,ANTIOQUIA,HELICONIA,5347,2017,,6.0,4.0,6.0,,,5526,16,289.5403546869345
560,ANTIOQUIA,HELICONIA,5347,2018,,1.0,2.0,6.0,1.0,,5451,10,183.452577508714
561,ANTIOQUIA,HELICONIA,5347,2019,,6.0,5.0,5.0,1.0,,5400,17,314.81481481481484
562,ANTIOQUIA,HELICONIA,5347,2020,,3.0,5.0,1.0,1.0,,5395,10,185.35681186283597
563,ANTIOQUIA,HELICONIA,5347,2021,,5.0,3.0,1.0,2.0,,5479,11,200.7665632414674
